Material,ID,Configuration,Total energy [eV/atom],Band gap [eV],Volume [Å3/atom],# of ionic steps,Converged
TeC,1234901,relaxation,-4.34,0.0,15.495,5.0,True
TeC,1234901,static,-4.337,0.0,15.495,1.0,True
TeC,1218968,relaxation,-4.241,0.0,20.547,3.0,True
TeC,1218968,static,-4.235,0.0,20.547,1.0,True
TeC,1228647,relaxation,-4.112,0.0,15.79,3.0,True
TeC,1228647,static,-4.108,0.0,15.79,1.0,True
TeC,306019,initialize,-3.384,0.0,21.392,1.0,True
TeC,306019,coarse_relax,-3.805,0.0,15.359,3.0,True
TeC,306019,fine_relax,-3.702,0.0,15.539,2.0,True
TeC,306019,standard,-3.695,0.0,15.539,1.0,True
TeC,306019,static,-3.695,0.0,15.458,1.0,True
TeC,306019,relaxation,-3.696,0.0,15.458,3.0,True
TeC,337561,initialize,-3.128,0.0,21.392,1.0,True
TeC,337561,coarse_relax,-3.753,0.0,15.291,8.0,True
TeC,337561,fine_relax,-3.703,0.0,15.425,3.0,True
TeC,337561,standard,-3.694,0.0,15.425,1.0,True
TeC,337561,static,-3.686,0.0,15.499,1.0,True
TeC,337561,relaxation,-3.591,0.0,15.499,3.0,True
ZrC,4151,static,-9.694,0.0,13.239,1.0,True
ZrC,4151,coarse_relax,-9.686,0.0,12.792,3.0,True
ZrC,4151,standard,-9.694,0.0,13.145,1.0,True
ZrC,4151,fine_relax,-9.697,0.0,13.145,3.0,True
ZrC,4151,static_lda,-10.64,0.0,12.528,1.0,True
ZrC,327333,initialize,-7.381,0.0,16.035,1.0,True
ZrC,327333,coarse_relax,-9.619,0.0,12.746,15.0,True
ZrC,327333,fine_relax,-9.696,0.0,13.101,5.0,True
ZrC,327333,standard,-9.694,0.0,13.101,1.0,True
ZrC,327333,static,-9.694,0.0,13.119,1.0,True
ZrC,327333,relaxation,-9.696,0.0,13.119,5.0,True
ZrC,1105434,relaxation,-9.697,0.0,13.106,3.0,True
ZrC,1105434,static,-9.694,0.0,13.106,1.0,True
ZrC,1243467,relaxation_0,-9.534,0.0,13.133,11.0,False
ZrC,1243467,relaxation,-9.53,0.0,13.099,3.0,True
ZrC,1243467,static,-9.527,0.0,13.099,1.0,True
ZrC,1243468,relaxation,-9.14,0.0,13.861,6.0,True
ZrC,1243468,static,-9.149,0.0,13.861,1.0,True
ZrC,1218979,relaxation,-9.078,0.5,16.593,3.0,True
ZrC,1218979,static,-9.079,0.7,16.593,1.0,True
ZrC,1228658,relaxation,-8.976,0.0,13.736,3.0,True
ZrC,1228658,static,-8.974,0.0,13.736,1.0,True
ZrC,22284,static,-8.465,0.0,12.608,1.0,True
ZrC,22284,coarse_relax,-8.483,0.0,12.25,3.0,True
ZrC,22284,standard,-8.465,0.0,12.552,1.0,True
ZrC,22284,fine_relax,-8.476,0.0,12.552,7.0,True
ZrC,22284,static_lda,-9.435,0.0,11.857,1.0,True
ZrC,116062,static,-8.465,0.0,12.564,1.0,True
ZrC,116062,relaxation_lda,-9.434,0.0,11.851,1.0,True
ZrC,116062,static_lda,-9.435,0.0,11.851,1.0,True
ZrC,306249,initialize,-8.137,0.0,16.035,1.0,True
ZrC,306249,coarse_relax,-8.575,0.0,12.559,4.0,True
ZrC,306249,fine_relax,-8.478,0.0,12.585,3.0,True
ZrC,306249,standard,-8.465,0.0,12.585,1.0,True
ZrC,306249,static,-8.465,0.0,12.543,1.0,True
ZrC,306249,relaxation,-8.468,0.0,12.543,3.0,True
ZrC,337791,initialize,-7.655,0.0,16.035,1.0,True
ZrC,337791,coarse_relax,-8.541,0.0,12.393,5.0,True
ZrC,337791,fine_relax,-8.002,0.0,12.421,3.0,True
ZrC,337791,standard,-7.991,0.0,12.421,1.0,True
ZrC,337791,static,-8.333,0.0,12.603,1.0,True
ZrC,337791,relaxation,-8.453,0.0,12.603,3.0,True
AlC,1224487,relaxation,-6.005,0.0,11.52,3.0,True
AlC,1224487,static,-6.005,0.0,11.52,1.0,True
AlC,325805,initialize,-4.497,0.0,12.698,1.0,True
AlC,325805,coarse_relax,-5.993,0.0,9.383,17.0,True
AlC,325805,fine_relax,-5.998,0.0,9.672,5.0,True
AlC,325805,standard,-5.996,0.0,9.672,1.0,True
AlC,325805,static,-5.997,0.0,9.678,1.0,True
AlC,325805,relaxation,-5.998,0.0,9.678,5.0,True
AlC,1103907,relaxation,-6.0,0.0,9.667,3.0,True
AlC,1103907,static,-5.997,0.0,9.667,1.0,True
AlC,1218293,relaxation,-5.862,0.0,12.54,3.0,True
AlC,1218293,static,-5.859,0.0,12.54,1.0,True
AlC,1227973,relaxation,-5.775,0.0,10.105,5.0,True
AlC,1227973,static,-5.777,0.0,10.105,1.0,True
AlC,1217507,relaxation,-5.558,0.0,11.007,7.0,True
AlC,1217507,static,-5.557,0.0,11.007,1.0,True
AlC,304721,initialize,-4.921,0.0,12.698,1.0,True
AlC,304721,coarse_relax,-5.274,0.0,9.639,3.0,True
AlC,304721,fine_relax,-5.175,0.0,9.742,2.0,True
AlC,304721,standard,-5.169,0.0,9.742,1.0,True
AlC,304721,static,-5.169,0.0,9.73,1.0,True
AlC,304721,relaxation,-5.17,0.0,9.73,3.0,True
AlC,336263,initialize,-4.55,0.0,12.698,1.0,True
AlC,336263,coarse_relax,-5.231,0.0,9.472,6.0,True
AlC,336263,fine_relax,-5.174,0.0,9.699,4.0,True
AlC,336263,standard,-5.171,0.0,9.699,1.0,True
AlC,336263,static,-5.154,0.0,9.706,1.0,True
AlC,336263,relaxation,-5.171,0.0,9.706,3.0,True
CaC,1481331,relaxation,-5.617,0.0,22.27,5.0,True
CaC,1481331,static,-5.612,0.0,22.27,1.0,True
CaC,1361021,static,-5.575,0.0,17.76,1.0,True
CaC,1361021,relaxation,-5.578,0.0,17.76,16.0,True
CaC,1361143,static,-5.569,0.0,17.614,1.0,True
CaC,1361143,relaxation,-5.572,0.0,17.614,3.0,True
CaC,307412,initialize,-3.833,0.0,25.998,1.0,True
CaC,307412,coarse_relax,-4.658,0.0,15.171,5.0,True
CaC,307412,fine_relax,-4.537,0.0,15.117,2.0,True
CaC,307412,standard,-4.532,0.0,15.117,1.0,True
CaC,307412,static,-4.532,0.0,15.065,1.0,True
CaC,307412,relaxation,-4.534,0.0,15.065,3.0,True
CaC,338954,initialize,-3.343,0.0,25.998,1.0,True
CaC,338954,coarse_relax,-4.428,0.0,14.44,8.0,True
CaC,338954,fine_relax,-4.333,0.0,14.379,5.0,True
CaC,338954,standard,-4.309,0.0,14.379,1.0,True
CaC,338954,static,-4.521,0.0,15.211,1.0,True
CaC,338954,relaxation,-4.403,0.0,15.211,3.0,True
CaC,328496,initialize,-3.234,0.0,25.998,1.0,True
CaC,328496,coarse_relax,-4.488,0.0,17.158,9.0,True
CaC,328496,fine_relax,-4.404,0.0,17.378,6.0,True
CaC,328496,standard,-4.392,0.0,17.378,1.0,True
CaC,328496,static,-4.392,0.0,17.349,1.0,True
CaC,328496,relaxation,-4.394,0.0,17.349,5.0,True
CaC,1106597,relaxation,-4.361,0.0,17.64,3.0,True
CaC,1106597,static,-4.357,0.0,17.64,1.0,True
CaC,1228586,relaxation,-4.313,0.0,17.794,3.0,True
CaC,1228586,static,-4.311,0.0,17.794,1.0,True
CaC,1218907,relaxation,-3.929,0.0,22.862,3.0,True
CaC,1218907,static,-3.927,0.0,22.862,1.0,True
FeC,1228598,relaxation,-8.367,0.0,7.825,5.0,True
FeC,1228598,static,-8.366,0.0,7.825,1.0,True
FeC,1218919,relaxation,-8.284,0.0,9.623,3.0,True
FeC,1218919,static,-8.282,0.6,9.623,1.0,True
FeC,1105078,relaxation,-8.166,0.0,7.94,3.0,True
FeC,1105078,static,-8.165,0.0,7.94,1.0,True
FeC,1234885,relaxation,-8.166,0.0,7.924,5.0,True
FeC,1234885,static,-8.165,0.0,7.924,1.0,True
FeC,1225112,relaxation,-8.162,0.0,9.724,3.0,True
FeC,1225112,static,-8.159,0.0,9.724,1.0,True
FeC,1219433,relaxation,-7.841,0.0,7.523,3.0,True
FeC,1219433,static,-7.838,0.0,7.523,1.0,True
FeC,305893,initialize,-7.332,0.0,10.284,1.0,True
FeC,305893,coarse_relax,-7.946,0.0,7.376,3.0,True
FeC,305893,fine_relax,-7.837,0.0,7.396,4.0,True
FeC,305893,standard,-7.833,0.0,7.396,1.0,True
FeC,305893,static,-7.833,0.0,7.428,1.0,True
FeC,305893,relaxation,-7.834,0.0,7.428,3.0,True
FeC,337435,initialize,-6.684,0.0,10.284,1.0,True
FeC,337435,coarse_relax,-7.502,0.0,7.35,9.0,True
FeC,337435,fine_relax,-7.796,0.0,7.445,6.0,True
FeC,337435,standard,-7.793,0.0,7.445,1.0,True
FeC,337435,static,-7.816,0.0,7.437,1.0,True
FeC,337435,relaxation,-7.811,0.0,7.437,3.0,True
KC,6691,coarse_relax,-4.947,,24.055,50.0,False
KC,6691,fine_relax,-4.912,,25.994,7.0,False
KC,6691,standard,-4.915,3.4,25.994,1.0,True
KC,6691,static,-4.917,3.4,26.582,1.0,True
KC,306460,initialize,-2.145,0.0,42.044,1.0,True
KC,306460,coarse_relax,-2.746,0.0,22.412,5.0,True
KC,306460,fine_relax,-2.631,0.0,20.656,3.0,True
KC,306460,standard,-2.615,0.0,20.656,1.0,True
KC,306460,static,-2.614,0.0,20.31,1.0,True
KC,306460,relaxation,-2.616,0.0,20.31,3.0,True
KC,338002,initialize,-1.531,0.0,42.044,1.0,True
KC,338002,coarse_relax,-2.481,0.0,16.844,13.0,True
KC,338002,fine_relax,-2.564,0.0,19.044,6.0,True
KC,338002,standard,-2.568,0.0,19.044,1.0,True
KC,338002,static,-2.521,0.0,20.514,1.0,True
KC,338002,relaxation,-2.599,0.0,20.514,3.0,True
KC,327544,initialize,-1.905,0.0,42.044,1.0,True
KC,327544,coarse_relax,-2.581,0.0,21.359,9.0,True
KC,327544,fine_relax,-2.453,0.0,20.984,3.0,True
KC,327544,standard,-2.437,0.0,20.984,1.0,True
KC,327544,static,-2.437,0.0,20.82,1.0,True
KC,327544,relaxation,-2.438,0.0,20.82,3.0,True
KC,1228609,relaxation,-2.41,0.0,23.719,3.0,True
KC,1228609,static,-2.407,0.0,23.719,1.0,True
KC,677180,relaxation_0,-2.326,0.0,27.141,5.0,False
KC,677180,relaxation,-2.318,0.0,26.471,3.0,True
KC,677180,static,-2.313,0.0,26.471,1.0,True
KC,1105645,relaxation,-2.317,0.0,26.443,3.0,True
KC,1105645,static,-2.313,0.0,26.443,1.0,True
KC,1218930,relaxation,-2.105,0.0,34.844,3.0,True
KC,1218930,static,-2.102,0.0,34.844,1.0,True
NiC,1218941,relaxation,-6.437,0.0,10.241,3.0,True
NiC,1218941,static,-6.436,0.0,10.241,1.0,True
NiC,1751986,static,-6.429,0.0,10.246,1.0,True
NiC,1751986,relaxation,-6.433,0.0,10.246,3.0,True
NiC,1747789,static,-6.423,0.0,10.254,1.0,True
NiC,1747789,relaxation,-6.427,0.0,10.254,3.0,True
NiC,1225134,relaxation,-6.413,0.0,10.291,3.0,True
NiC,1225134,static,-6.412,0.0,10.291,1.0,True
NiC,1228620,relaxation,-6.368,0.0,8.457,4.0,True
NiC,1228620,static,-6.367,0.0,8.457,1.0,True
NiC,22221,static,-6.285,0.0,8.48,1.0,True
NiC,22221,coarse_relax,-6.32,0.0,8.226,6.0,True
NiC,22221,standard,-6.285,0.0,8.427,1.0,True
NiC,22221,fine_relax,-6.291,0.0,8.427,3.0,True
NiC,1106894,relaxation,-6.287,0.0,8.452,3.0,True
NiC,1106894,static,-6.285,0.0,8.452,1.0,True
NiC,328793,initialize,-5.596,0.0,9.864,1.0,True
NiC,328793,coarse_relax,-6.246,0.0,8.122,8.0,True
NiC,328793,fine_relax,-6.279,0.0,8.413,8.0,True
NiC,328793,standard,-6.283,0.0,8.413,1.0,True
NiC,328793,static,-6.285,0.0,8.434,1.0,True
NiC,328793,relaxation,-6.285,0.0,8.434,17.0,True
NiC,1219455,relaxation,-6.197,0.0,9.596,26.0,True
NiC,1219455,static,-6.2,0.0,9.596,1.0,True
NiC,307709,initialize,-5.79,0.0,9.864,1.0,True
NiC,307709,coarse_relax,-6.045,0.0,7.996,4.0,True
NiC,307709,fine_relax,-5.959,0.0,8.05,4.0,True
NiC,307709,standard,-5.949,0.0,8.05,1.0,True
NiC,307709,static,-5.951,0.0,8.194,1.0,True
NiC,307709,relaxation,-5.952,0.0,8.194,4.0,True
NiC,339251,initialize,-5.484,0.0,9.864,1.0,True
NiC,339251,coarse_relax,-5.999,0.0,7.941,7.0,True
NiC,339251,fine_relax,-5.657,0.0,7.715,4.0,True
NiC,339251,standard,-5.657,0.0,7.715,1.0,True
NiC,339251,static,-5.924,0.0,8.122,1.0,True
NiC,339251,relaxation,-5.951,0.0,8.122,1.0,True
RbC,646741,standard,-4.78,3.7,27.05,1.0,True
RbC,646741,static,-4.78,3.7,27.3,1.0,True
RbC,646741,fine_relax,-4.777,3.1,27.05,8.0,True
RbC,1243371,relaxation_0,-3.897,0.0,19.509,24.0,False
RbC,1243371,relaxation,-3.877,0.0,20.251,5.0,True
RbC,1243371,static,-3.875,0.0,20.251,1.0,True
RbC,305318,initialize,-1.964,0.0,50.702,1.0,True
RbC,305318,coarse_relax,-2.553,0.0,24.246,8.0,True
RbC,305318,fine_relax,-2.429,0.0,24.152,2.0,True
RbC,305318,standard,-2.414,0.0,24.152,1.0,True
RbC,305318,static,-2.413,0.0,23.874,1.0,True
RbC,305318,relaxation,-2.416,0.0,23.874,3.0,True
RbC,336860,initialize,-1.837,0.0,50.702,1.0,True
RbC,336860,coarse_relax,-2.549,0.0,24.521,10.0,True
RbC,336860,fine_relax,-2.356,0.0,23.734,3.0,True
RbC,336860,standard,-2.344,0.0,23.734,1.0,True
RbC,336860,static,-2.291,0.0,23.936,1.0,True
RbC,336860,relaxation,-2.394,0.0,23.936,5.0,True
RbC,326402,initialize,-1.721,0.0,50.702,1.0,True
RbC,326402,coarse_relax,-2.406,0.0,25.821,9.0,True
RbC,326402,fine_relax,-2.284,0.0,25.582,2.0,True
RbC,326402,standard,-2.268,0.0,25.582,1.0,True
RbC,326402,static,-2.267,0.0,25.068,1.0,True
RbC,326402,relaxation,-2.27,0.0,25.068,3.0,True
RbC,1243372,relaxation_0,-2.262,0.0,25.714,17.0,False
RbC,1243372,relaxation,-2.268,0.0,25.41,3.0,True
RbC,1243372,static,-2.267,0.0,25.41,1.0,True
RbC,1228632,relaxation,-2.235,0.0,27.952,3.0,True
RbC,1228632,static,-2.234,0.0,27.952,1.0,True
RbC,1104503,relaxation,-2.169,0.0,30.039,3.0,True
RbC,1104503,static,-2.157,0.0,30.039,1.0,True
RbC,1218953,relaxation,-2.006,0.0,39.714,3.0,True
RbC,1218953,static,-1.996,0.0,39.714,1.0,True
SiC,3069,coarse_relax,-7.535,1.5,10.14,3.0,True
SiC,3069,fine_relax,-7.53,1.5,10.432,3.0,True
SiC,3069,standard,-7.53,2.1,10.432,1.0,True
SiC,3069,static,-7.53,2.2,10.439,1.0,True
SiC,3069,static_lda,-8.325,2.1,10.147,1.0,True
SiC,8434,relaxation,-7.532,0.0,10.439,3.0,True
SiC,8434,static,-7.53,2.0,10.439,1.0,True
SiC,4460,coarse_relax,-7.524,1.6,10.151,13.0,True
SiC,4460,fine_relax,-7.52,1.7,10.435,4.0,True
SiC,4460,standard,-7.527,2.0,10.435,1.0,True
SiC,4460,static,-7.53,1.9,10.442,1.0,True
SiC,4460,relaxation_lda,,,,,True
SiC,47732,relaxation,-7.531,0.0,10.437,3.0,True
SiC,47732,static,-7.53,2.0,10.437,1.0,True
SiC,20901,static,-7.53,2.3,10.439,1.0,True
SiC,20901,coarse_relax,-7.534,1.9,10.138,3.0,True
SiC,20901,standard,-7.53,2.4,10.432,1.0,True
SiC,20901,fine_relax,-7.53,1.9,10.432,3.0,True
SiC,20901,static_lda,-8.325,2.3,10.146,1.0,True
SiC,6952,coarse_relax,-7.534,1.7,10.138,3.0,True
SiC,6952,fine_relax,-7.53,1.8,10.432,4.0,True
SiC,6952,standard,-7.53,2.1,10.432,1.0,True
SiC,6952,static,-7.53,2.1,10.438,1.0,True
SiC,6952,relaxation_lda,-8.325,0.0,10.147,10.0,True
SiC,6952,static_lda,-8.325,2.1,10.147,1.0,True
SiC,47730,static,-7.53,2.1,10.436,1.0,True
SiC,47730,relaxation_lda,,,,,True
SiC,7888,fine_relax,-4.571,2.1,15.384,11.0,True
SiC,7888,static,-7.53,2.0,10.437,1.0,True
SiC,7888,relaxation_lda,-8.325,0.0,10.148,11.0,True
SiC,7888,static_lda,-8.325,2.0,10.148,1.0,True
