Material,ID,Configuration,Total energy [eV/atom],Band gap [eV],Volume [Å3/atom],# of ionic steps,Converged
SiN,339380,coarse_relax,-5.815,0.0,8.954,7.0,True
SiN,339380,fine_relax,-5.425,0.0,8.77,3.0,True
SiN,339380,standard,-5.677,0.0,8.77,1.0,True
SiN,339380,static,-5.607,0.0,8.74,1.0,True
SiN,339380,relaxation,-5.676,0.0,8.74,3.0,True
VN,21569,static,-9.783,0.0,8.513,1.0,True
VN,21569,coarse_relax,-9.839,,8.14,7.0,False
VN,21569,standard,-9.782,0.0,8.47,1.0,True
VN,21569,fine_relax,-9.775,0.0,8.47,4.0,True
VN,21569,relaxation_lda_1,-10.969,0.0,8.181,7.0,False
VN,21569,relaxation_lda,-10.967,0.0,8.181,1.0,True
VN,21569,static_lda,-10.968,0.0,8.181,1.0,True
VN,1230420,relaxation,-9.786,0.0,8.493,3.0,True
VN,1230420,static,-9.783,0.0,8.493,1.0,True
VN,21570,static,-9.678,0.0,8.596,1.0,True
VN,21570,coarse_relax,-9.737,,8.216,7.0,False
VN,21570,standard,-9.677,0.0,8.556,1.0,True
VN,21570,fine_relax,-9.674,0.0,8.556,5.0,True
VN,21570,relaxation_lda,-10.852,0.0,8.251,1.0,True
VN,21570,static_lda,-10.852,0.0,8.251,1.0,True
VN,1105373,relaxation,-9.593,0.0,8.634,3.0,True
VN,1105373,static,-9.589,0.0,8.634,1.0,True
VN,327272,initialize,94.095,0.0,18.545,1.0,True
VN,327272,coarse_relax,-9.885,0.0,8.61,14.0,True
VN,327272,fine_relax,-9.599,0.0,8.64,4.0,True
VN,327272,standard,-9.589,0.0,8.64,1.0,True
VN,327272,static,-9.589,0.0,8.633,1.0,True
VN,327272,relaxation,-9.591,0.0,8.633,5.0,True
VN,1441352,relaxation,-9.594,0.0,8.633,3.0,True
VN,1441352,static,-9.589,0.0,8.633,1.0,True
VN,4163,static,-9.589,0.0,8.64,1.0,True
VN,4163,coarse_relax_1,-9.646,,8.283,3.0,False
VN,4163,standard_1,-9.589,0.0,8.612,1.0,True
VN,4163,coarse_relax,-9.646,,8.283,3.0,False
VN,4163,standard,-9.589,0.0,8.612,1.0,True
VN,4163,fine_relax_1,-9.589,0.0,8.607,4.0,True
VN,4163,fine_relax,-9.589,0.0,8.612,4.0,True
VN,4163,relaxation_lda,-10.762,0.0,8.279,3.0,True
VN,4163,static_lda,-10.762,0.0,8.279,1.0,True
VN,1443179,relaxation,-9.588,0.0,8.631,3.0,True
VN,1443179,static,-9.589,0.0,8.631,1.0,True
VN,1223449,relaxation,-9.449,0.0,10.79,3.0,True
VN,1223449,static,-9.445,0.0,10.79,1.0,True
VN,1743079,static,-9.415,0.0,10.619,1.0,True
VN,1743079,relaxation,-9.419,0.0,10.618,3.0,True
VN,306188,initialize,-6.638,0.0,18.545,1.0,True
VN,306188,coarse_relax,-9.465,0.0,8.168,3.0,True
VN,306188,fine_relax,-9.129,0.0,8.094,3.0,True
VN,306188,standard,-9.12,0.0,8.094,1.0,True
VN,306188,static,-9.12,0.0,8.088,1.0,True
VN,306188,relaxation,-9.121,0.0,8.088,3.0,True
VN,337730,initialize,-6.131,0.0,18.545,1.0,True
VN,337730,coarse_relax,-9.456,0.0,8.156,8.0,True
VN,337730,fine_relax,-8.93,0.0,8.104,3.0,True
VN,337730,standard,-8.918,0.0,8.104,1.0,True
VN,337730,static,-9.069,0.0,8.09,1.0,True
VN,337730,relaxation,-9.117,0.0,8.09,3.0,True
VN,1108214,relaxation_0,-8.884,0.0,9.503,43.0,False
VN,1108214,relaxation,-8.875,0.0,9.436,13.0,True
VN,1108214,static,-8.874,0.0,9.436,1.0,True
BaN,1105898,relaxation,-5.003,0.0,22.46,3.0,True
BaN,1105898,static,-4.994,0.0,22.46,1.0,True
BaN,1234854,relaxation,-5.001,0.0,22.424,3.0,True
BaN,1234854,static,-4.994,0.0,22.424,1.0,True
BaN,1218639,relaxation,-4.883,0.0,27.862,3.0,True
BaN,1218639,static,-4.877,0.0,27.862,1.0,True
BaN,1228318,relaxation,-4.877,0.0,22.101,3.0,True
BaN,1228318,static,-4.873,0.0,22.101,1.0,True
BaN,1108153,relaxation_0,-4.773,0.0,21.837,47.0,False
BaN,1108153,relaxation,-4.814,0.0,22.673,5.0,True
BaN,1108153,static,-4.824,0.0,22.673,1.0,True
BaN,306713,initialize,-3.643,0.0,43.339,1.0,True
BaN,306713,coarse_relax,-5.132,0.0,20.688,4.0,True
BaN,306713,fine_relax,-4.797,0.0,20.277,3.0,True
BaN,306713,standard,-4.768,0.0,20.277,1.0,True
BaN,306713,static,-4.768,0.0,20.202,1.0,True
BaN,306713,relaxation,-4.774,0.0,20.202,3.0,True
BaN,338255,initialize,-2.89,0.0,43.339,1.0,True
BaN,338255,coarse_relax,-4.866,0.0,19.168,11.0,True
